

# Program:          AlphaSim 
# Author:           B. Douglas Ward 
# Initial Release:  18 Jun 1997 
# Latest Revision:  09 Jun 2009 

# Data set dimensions: 
# nx =   240   ny =   240   nz =   130   (voxels)
# dx =  1.00   dy =  1.00   dz =  1.00   (mm)

# Gaussian filter widths: 
# sigmax =  3.40   FWHMx =  8.00 
# sigmay =  3.40   FWHMy =  8.00 
# sigmaz =  3.40   FWHMz =  8.00 

# Cluster connection radius: rmm =  1.00 

# Threshold probability: pthr = 5.000000e-03 

# Number of Monte Carlo iterations =  1000 

# Cl Size   Frequency    CumuProp     p/Voxel   Max Freq       Alpha
    516            44    0.974997  0.00088502          0    0.999997
    517            48    0.975129  0.00088199          0    0.999997
    518            49    0.975262  0.00087868          0    0.999997
    519            58    0.975421  0.00087529          0    0.999997
    520            58    0.975579  0.00087127          0    0.999997
    521            41    0.975691  0.00086724          0    0.999997
    522            53    0.975836  0.00086438          0    0.999997
    523            32    0.975923  0.00086069          0    0.999997
    524            47    0.976052  0.00085846          0    0.999997
    525            40    0.976161  0.00085517          0    0.999997
    526            49    0.976295  0.00085236          0    0.999997
    527            53    0.976440  0.00084892          0    0.999997
    528            47    0.976568  0.00084519          0    0.999997
    529            53    0.976713  0.00084188          0    0.999997
    530            42    0.976828  0.00083813          0    0.999997
    531            43    0.976945  0.00083516          0    0.999997
    532            48    0.977076  0.00083211          0    0.999997
    533            45    0.977199  0.00082870          0    0.999997
    534            45    0.977322  0.00082550          0    0.999997
    535            40    0.977431  0.00082229          0    0.999997
    536            31    0.977516  0.00081943          0    0.999997
    537            39    0.977622  0.00081721          0    0.999997
    538            41    0.977734  0.00081441          0    0.999997
    539            46    0.977860  0.00081147          0    0.999997
    540            41    0.977972  0.00080816          0    0.999997
    541            41    0.978084  0.00080520          0    0.999997
    542            28    0.978161  0.00080224          0    0.999997
    543            44    0.978281  0.00080021          0    0.999997
    544            33    0.978371  0.00079702          0    0.999997
    545            52    0.978513  0.00079462          0    0.999997
    546            48    0.978644  0.00079084          0    0.999997
    547            39    0.978750  0.00078734          0    0.999997
    548            39    0.978857  0.00078449          0    0.999997
    549            45    0.978980  0.00078163          0    0.999997
    550            42    0.979095  0.00077833          0    0.999997
    551            37    0.979196  0.00077525          0    0.999997
    552            32    0.979283  0.00077253          0    0.999997
    553            31    0.979368  0.00077017          0    0.999997
    554            56    0.979521  0.00076788          0    0.999997
    555            38    0.979624  0.00076374          0    0.999997
    556            36    0.979723  0.00076092          0    0.999997
    557            52    0.979865  0.00075825          0    0.999997
    558            48    0.979996  0.00075438          0    0.999997
    559            51    0.980135  0.00075080          0    0.999997
    560            36    0.980234  0.00074699          0    0.999997
    561            29    0.980313  0.00074430          0    0.999997
    562            42    0.980428  0.00074213          0    0.999997
    563            35    0.980523  0.00073898          0    0.999997
    564            42    0.980638  0.00073635          0    0.999997
    565            42    0.980753  0.00073318          0    0.999997
    566            41    0.980865  0.00073001          0    0.999997
    567            37    0.980966  0.00072691          0    0.999997
    568            34    0.981059  0.00072411          0    0.999997
    569            45    0.981181  0.00072153          0    0.999997
    570            30    0.981263  0.00071811          0    0.999997
    571            37    0.981364  0.00071583          0    0.999997
    572            33    0.981455  0.00071301          0    0.999997
    573            25    0.981523  0.00071049          0    0.999997
    574            35    0.981618  0.00070857          0    0.999997
    575            36    0.981717  0.00070589          0    0.999997
    576            30    0.981799  0.00070313          0    0.999997
    577            42    0.981914  0.00070082          0    0.999997
    578            35    0.982009  0.00069758          1    0.999997
    579            30    0.982091  0.00069488          0    0.998997
    580            32    0.982178  0.00069256          0    0.998997
    581            41    0.982290  0.00069008          0    0.998997
    582            36    0.982389  0.00068690          0    0.998997
    583            38    0.982493  0.00068410          0    0.998997
    584            30    0.982575  0.00068114          0    0.998997
    585            36    0.982673  0.00067881          0    0.998997
    586            24    0.982738  0.00067599          0    0.998997
    587            41    0.982850  0.00067411          0    0.998997
    588            35    0.982946  0.00067090          0    0.998997
    589            35    0.983042  0.00066815          0    0.998997
    590            34    0.983135  0.00066540          0    0.998997
    591            30    0.983216  0.00066272          0    0.998997
    592            38    0.983320  0.00066035          0    0.998997
    593            26    0.983391  0.00065735          0    0.998997
    594            36    0.983490  0.00065529          0    0.998997
    595            23    0.983552  0.00065243          0    0.998997
    596            26    0.983623  0.00065061          0    0.998997
    597            34    0.983716  0.00064854          0    0.998997
    598            37    0.983817  0.00064583          0    0.998997
    599            26    0.983888  0.00064287          0    0.998997
    600            25    0.983957  0.00064079          0    0.998997
    601            28    0.984033  0.00063879          0    0.998997
    602            32    0.984120  0.00063654          0    0.998997
    603            22    0.984181  0.00063397          0    0.998997
    604            35    0.984276  0.00063220          0    0.998997
    605            17    0.984323  0.00062937          0    0.998997
    606            22    0.984383  0.00062800          0    0.998997
    607            18    0.984432  0.00062622          0    0.998997
    608            29    0.984511  0.00062476          1    0.998997
    609            30    0.984593  0.00062240          0    0.997997
    610            25    0.984661  0.00061996          0    0.997997
    611            28    0.984738  0.00061793          0    0.997997
    612            21    0.984795  0.00061564          0    0.997997
    613            27    0.984869  0.00061393          0    0.997997
    614            29    0.984948  0.00061172          0    0.997997
    615            23    0.985011  0.00060934          0    0.997997
    616            31    0.985096  0.00060745          0    0.997997
    617            25    0.985164  0.00060490          0    0.997997
    618            19    0.985216  0.00060284          0    0.997997
    619            33    0.985306  0.00060127          1    0.997997
    620            25    0.985374  0.00059854          0    0.996997
    621            21    0.985432  0.00059647          0    0.996997
    622            23    0.985494  0.00059473          0    0.996997
    623            20    0.985549  0.00059282          0    0.996997
    624            23    0.985612  0.00059116          0    0.996997
    625            24    0.985677  0.00058924          0    0.996997
    626            26    0.985748  0.00058724          0    0.996997
    627            24    0.985814  0.00058506          0    0.996997
    628            22    0.985874  0.00058305          1    0.996997
    629            24    0.985940  0.00058121          0    0.995997
    630            28    0.986016  0.00057919          1    0.995997
    631            28    0.986093  0.00057684          0    0.994997
    632            17    0.986139  0.00057448          0    0.994997
    633            31    0.986224  0.00057304          0    0.994997
    634            27    0.986297  0.00057042          0    0.994997
    635            23    0.986360  0.00056814          1    0.994997
    636            24    0.986426  0.00056619          0    0.993997
    637            33    0.986516  0.00056415          0    0.993997
    638            30    0.986598  0.00056134          0    0.993997
    639            26    0.986669  0.00055878          0    0.993997
    640            27    0.986743  0.00055657          0    0.993997
    641            38    0.986846  0.00055426          0    0.993997
    642            18    0.986896  0.00055101          1    0.993997
    643            20    0.986950  0.00054946          0    0.992997
    644            33    0.987040  0.00054774          0    0.992997
    645            24    0.987106  0.00054491          0    0.992997
    646            23    0.987169  0.00054284          0    0.992997
    647            21    0.987226  0.00054085          0    0.992997
    648            23    0.987289  0.00053904          1    0.992997
    649            14    0.987327  0.00053705          0    0.991997
    650            24    0.987393  0.00053584          0    0.991997
    651            28    0.987469  0.00053375          2    0.991997
    652            27    0.987543  0.00053132          0    0.989997
    653            33    0.987633  0.00052897          0    0.989997
